"1","39","0","fd"
"1","3","0","fd"
"3","4","0","fd"
"3","5","0","fd"
"4","6","0","fd"
"4","7","0","fd"
"4","8","0","fd"
"4","9","0","fd"
"4","12","0","fd"
"5","14","0","fd"
"5","15","0","fd"
"6","12","0","fd"
"6","10","0","fd"
"7","16","0","fd"
"7","11","0","fd"
"7","10","0","fd"
"7","12","0","fd"
"8","15","0","fd"
"9","13","0","fd"
"10","17","0","fd"
"11","16","0","ff"
"12","15","0","fd"
"13","16","0","fd"
"14","18","0","fd"
"15","17","0","fd"
"15","21","0","fd"
"16","59","0","fd"
"16","23","0","fd"
"17","19","-5","fd"
"18","34","0","fd"
"18","30","0","fd"
"19","21","0","fd"
"19","22","0","fd"
"19","20","1","dd"
"19","23","0","fd"
"20","21","0","fd"
"21","23","0","fd"
"21","28","0","fd"
"22","29","-2","fd"
"23","28","0","fd"
"23","24","0","fd"
"23","26","0","fd"
"23","25","0","fd"
"23","27","0","fd"
"24","28","-2","fd"
"25","28","-2","fd"
"26","28","-2","fd"
"27","35","0","fd"
"27","30","-5","ff"
"28","29","-4","fd"
"29","30","-5","ff"
"29","31","-2","fd"
"29","32","0","fd"
"29","59","0","fd"
"30","35","0","fd"
"31","33","-5","fd"
"32","33","-3","fd"
"33","35","-3","fd"
"34","36","0","fd"
"35","34","0","dd"
"35","36","-5","fd"
"35","60","-1","fd"
"36","37","-5","fd"
"37","38","-3","fd"
"38","61","-5","fd"
"39","40","0","fd"
"39","42","0","fd"
"39","41","0","fd"
"40","43","0","fd"
"41","42","-5","fd"
"41","44","0","fd"
"42","45","0","fd"
"43","48","0","fd"
"44","50","0","fd"
"45","46","0","dd"
"45","47","0","fd"
"46","50","0","fd"
"46","49","0","fd"
"47","52","-5","fd"
"48","21","0","fd"
"49","51","0","fd"
"50","53","0","fd"
"51","29","0","fd"
"52","55","0","fd"
"53","54","0","fd"
"53","55","0","fd"
"54","56","0","fd"
"55","57","-5","fd"
"56","58","0","fd"
"57","38","0","fd"
"58","38","5","fd"
"59","84","0","fd"
"60","87","-5","fd"
"61","62","-5","fd"
"61","63","0","fd"
"62","66","0","fd"
"62","65","0","fd"
"62","64","5","dd"
"63","65","-5","fd"
"63","67","0","fd"
"63","187","0","fd"
"64","87","15","fd"
"65","68","0","fd"
"66","87","0","fd"
"67","68","-5","fd"
"67","69","0","fd"
"68","70","0","fd"
"69","70","-5","fd"
"69","71","0","fd"
"69","186","0","fd"
"70","72","0","fd"
"71","72","-5","fd"
"71","73","0","fd"
"72","74","0","fd"
"73","74","-5","fd"
"73","75","0","fd"
"74","76","0","fd"
"75","76","-5","fd"
"75","77","0","fd"
"76","78","0","fd"
"77","78","-5","fd"
"77","79","0","fd"
"78","80","0","fd"
"79","80","-5","fd"
"79","81","0","fd"
"80","82","0","fd"
"81","82","-5","fd"
"81","83","0","fd"
"82","87","0","fd"
"83","87","-5","fd"
"84","85","0","fd"
"85","86","0","fd"
"87","90","0","fd"
"87","91","0","fd"
"87","88","0","fd"
"87","204","0","dd"
"88","95","0","fd"
"88","93","0","fd"
"88","96","0","fd"
"88","89","2","ff"
"89","208","0","fd"
"89","93","-2","fd"
"89","200","0","fd"
"89","92","0","dd"
"89","84","0","fd"
"90","96","0","fd"
"91","94","0","fd"
"91","95","0","fd"
"92","211","0","fd"
"93","97","-5","ff"
"93","102","0","fd"
"93","98","-5","fd"
"93","95","-5","fd"
"94","97","-5","ff"
"94","99","0","fd"
"95","100","0","fd"
"95","101","0","fd"
"97","201","0","fd"
"97","124","0","fd"
"97","210","0","fd"
"97","122","0","dd"
"98","104","0","fd"
"98","103","0","fd"
"99","106","0","fd"
"100","107","0","fd"
"101","105","0","fd"
"103","105","0","fd"
"105","110","0","fd"
"105","111","0","fd"
"107","109","0","fd"
"108","162","0","fd"
"109","110","0","fd"
"110","112","5","dd"
"111","110","0","fd"
"112","113","0","fd"
"112","114","0","fd"
"113","114","0","fd"
"113","115","0","fd"
"114","116","0","fd"
"115","117","0","fd"
"116","118","0","fd"
"117","118","0","fd"
"118","121","0","fd"
"119","120","0","dd"
"121","119","0","dd"
"122","123","0","fd"
"123","124","-1","fd"
"124","126","-2","fd"
"124","125","-3","fd"
"124","175","0","fd"
"124","164","0","fd"
"124","127","0","fd"
"125","130","0","fd"
"126","128","0","fd"
"126","131","-2","fd"
"127","129","0","ff"
"127","131","-2","fd"
"127","130","-2","fd"
"128","139","0","fd"
"129","133","-1","fd"
"129","132","0","ff"
"130","158","0","fd"
"130","139","0","fd"
"131","137","0","fd"
"131","135","0","ff"
"133","138","-1","fd"
"133","134","1","dd"
"134","136","0","fd"
"136","139","0","fd"
"137","139","-1","fd"
"138","139","-2","fd"
"139","140","-2","fd"
"139","141","0","ff"
"140","144","0","ff"
"140","143","-2","fd"
"140","142","0","ff"
"142","143","-2","fd"
"143","145","0","ff"
"143","146","0","ff"
"143","159","0","fd"
"143","148","0","fd"
"143","149","0","fd"
"143","147","0","fd"
"143","2","0","fd"
"147","149","1","dd"
"148","149","0","dd"
"149","150","2","ff"
"149","151","2","ff"
"149","153","3","ff"
"149","152","1","ff"
"150","154","0","fd"
"151","154","0","fd"
"152","154","0","fd"
"153","154","0","fd"
"154","155","0","fd"
"154","2","0","fd"
"155","2","0","fd"
"156","157","0","fd"
"156","160","0","fd"
"157","158","0","fd"
"158","160","0","fd"
"159","161","0","fd"
"160","2","0","fd"
"161","149","0","fd"
"162","163","0","fd"
"163","2","0","fd"
"164","166","-5","fd"
"164","165","1","dd"
"164","168","-5","fd"
"165","167","0","fd"
"166","170","0","fd"
"166","168","0","fd"
"167","169","0","fd"
"168","172","2","ff"
"168","170","-5","fd"
"168","169","-5","fd"
"169","173","0","fd"
"169","183","0","fd"
"170","171","-5","fd"
"170","172","2","ff"
"171","174","0","fd"
"172","171","0","fd"
"173","174","0","fd"
"175","177","0","fd"
"176","178","0","fd"
"177","176","0","dd"
"178","179","0","fd"
"179","181","0","fd"
"179","180","0","fd"
"180","182","0","fd"
"181","182","0","fd"
"182","183","0","fd"
"182","184","0","fd"
"183","185","0","fd"
"184","185","0","fd"
"184","183","0","fd"
"186","187","0","fd"
"187","188","-5","fd"
"188","204","0","fd"
"188","189","-7","fd"
"188","198","0","fd"
"189","205","0","fd"
"189","199","0","fd"
"189","197","0","fd"
"189","191","-8","fd"
"189","190","-5","fd"
"190","207","0","fd"
"191","192","0","fd"
"191","193","0","fd"
"192","194","0","fd"
"193","210","0","fd"
"194","195","0","fd"
"195","197","0","fd"
"195","198","0","fd"
"195","199","0","fd"
"195","196","0","fd"
"196","120","0","fd"
"198","206","0","fd"
"201","202","-2","fd"
"201","203","0","fd"
"201","156","0","fd"
"203","120","0","fd"
"204","205","-3","fd"
"204","93","0","fd"
"204","94","0","fd"
"204","209","0","fd"
"205","207","-3","fd"
"205","209","0","fd"
"206","159","0","fd"
"207","209","0","fd"
"208","211","0","fd"
"209","124","0","fd"
"210","130","-2","fd"
"211","212","0","fd"
"211","108","0","fd"
