"1","2","0","fd"
"1","33","0","fd"
"1","48","0","fd"
"2","3","0","fd"
"3","4","0","fd"
"4","5","0","fd"
"5","6","0","fd"
"6","7","0","fd"
"7","8","0","fd"
"8","9","0","fd"
"9","10","0","fd"
"10","11","0","fd"
"11","12","0","fd"
"13","14","0","fd"
"13","15","0","fd"
"15","18","0","fd"
"17","124","0","fd"
"18","19","0","fd"
"19","20","0","fd"
"20","21","0","fd"
"21","22","0","fd"
"22","23","0","fd"
"23","24","0","fd"
"24","25","0","fd"
"25","118","0","fd"
"27","28","0","dd"
"28","29","3","dd"
"28","26","0","fd"
"29","30","-1","ff"
"29","31","3","fd"
"30","32","202","fd"
"32","151","0","ff"
"33","34","0","fd"
"34","35","0","fd"
"35","36","200","fd"
"35","37","0","ff"
"35","49","0","fd"
"35","135","0","fd"
"36","47","0","fd"
"37","38","0","ff"
"38","39","0","ff"
"39","40","","fd"
"40","41","","fd"
"41","42","","fd"
"44","45","0","fd"
"45","46","0","fd"
"49","50","0","fd"
"49","54","0","fd"
"49","55","20","fd"
"50","51","0","fd"
"51","52","0","fd"
"54","55","5","dd"
"54","57","-1","df"
"54","64","0","fd"
"54","70","-4","fd"
"54","71","0","fd"
"54","72","0","fd"
"54","81","0","fd"
"54","89","0","fd"
"54","123","0","fd"
"54","136","0","fd"
"54","153","0","fd"
"57","58","","fd"
"60","61","","fd"
"61","62","","fd"
"62","97","0","fd"
"64","65","0","fd"
"64","76","0","fd"
"65","66","0","ff"
"65","74","0","fd"
"66","112","0","fd"
"70","76","0","fd"
"70","142","0","fd"
"71","73","0","fd"
"71","78","0","dd"
"81","85","5","dd"
"82","83","0","fd"
"82","85","0","fd"
"82","92","0","fd"
"82","91","0","fd"
"83","60","0","fd"
"87","95","0","fd"
"89","90","0","fd"
"91","141","0","fd"
"93","87","0","fd"
"93","96","0","fd"
"94","44","0","fd"
"95","92","0","fd"
"95","94","0","fd"
"95","92","0","fd"
"97","99","0","fd"
"99","77","0","fd"
"99","110","-10","fd"
"100","101","0","fd"
"101","104","0","fd"
"102","78","0","fd"
"102","79","0","fd"
"104","105","0","fd"
"105","140","0","fd"
"107","77","0","fd"
"107","108","0","fd"
"107","110","0","fd"
"108","109","0","fd"
"109","112","-10","fd"
"110","67","0","fd"
"112","113","0","fd"
"112","116","0","fd"
"113","133","0","fd"
"113","143","0","fd"
"113","157","0","fd"
"117","146","0","dd"
"117","160","0","dd"
"123","124","0","dd"
"123","136","0","dd"
"124","125","0","dd"
"125","126","0","dd"
"126","127","0","dd"
"127","128","0","dd"
"128","129","0","dd"
"129","130","0","fd"
"130","131","0","fd"
"131","132","0","fd"
"131","134","0","dd"
"135","136","0","fd"
"135","137","0","dd"
"137","138","0","fd"
"138","139","0","fd"
"142","144","0","dd"
"143","145","0","dd"
"146","147","0","fd"
"147","148","0","fd"
"150","149","0","fd"
"152","54","0","fd"
"153","151","0","fd"
"153","152","0","fd"
"153","154","0","fd"
"154","155","0","dd"
"157","158","0","dd"
"158","159","0","fd"
"160","161","0","fd"
"161","162","0","fd"
